,shop_id,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37
16,17,5320.0,6440.0,0.0,69740.0,6000.0,11200.0,11550.0,9660.0,15250.0,3310.0,14359.999999999998,6640.0,37370.0,10010.0,119460.0,15600.0,1600.0,9000.0,4240.0,5040.0,30800.0,3360.0,4700.0,0.0,45320.0,900.0,1900.0,50600.0,20680.0,2550.0,3300.0,28600.0,21280.0,55620.0,3990.0,34610.0,11070.0
17,18,15260.0,25585.0,0.0,98120.0,5850.0,31200.0,15600.000000000002,15610.0,21980.0,13209.999999999998,28270.0,11760.000000000002,104720.0,20860.0,149380.0,27450.0,6000.0,31600.000000000004,11680.0,2040.0,45980.0,3480.0,13100.0,0.0,44220.0,3600.0,4600.0,61160.0,26400.0,2550.0,6500.0,19140.0,32900.0,57630.0,18760.0,52560.0,12690.0
18,19,5460.0,3780.0,0.0,173580.0,0.0,26800.0,23550.0,4470.0,22620.0,5450.0,16220.0,4880.0,38840.0,7570.0,135080.0,0.0,2000.0,9200.0,4000.0,4200.0,49060.0,960.0,4500.0,0.0,95920.0,0.0,5300.0,94599.99999999999,16720.0,0.0,5900.0,12100.0,8330.0,18820.0,5320.0,16129.999999999998,12150.0
19,20,8750.0,12005.0,0.0,152240.0,10500.0,12600.0,32099.999999999996,7670.0,22530.0,4930.0,32140.0,6390.0,67570.0,12050.0,191400.0,38100.0,2800.0,11999.999999999998,8720.0,2160.0,33880.0,4080.0,4600.0,0.0,43780.0,4500.0,3999.9999999999995,71280.0,23319.999999999996,3900.0,4400.0,13970.0,14980.0,18320.0,6090.0,28300.0,8640.0
20,21,6370.0,9030.0,0.0,93500.0,6000.0,13800.0,31200.0,5740.0,13030.0,6500.000000000001,14240.0,8920.0,43500.0,7990.0,144540.0,21900.0,3000.0,8900.0,6000.0,2400.0,23100.0,1920.0,6000.0,0.0,55000.0,2550.0,2400.0,62700.0,12100.0,1200.0,3800.0,11879.999999999998,10990.0,20280.0,6020.0,17030.0,8640.0
21,22,9660.0,14595.0,0.0,47960.0,2550.0,13800.0,17550.0,9400.0,9550.0,6410.0,16190.0,4790.0,32730.0,8210.0,98340.0,29250.000000000004,1900.0,11200.0,5680.0,1080.0,16060.0,2400.0,6200.0,0.0,25519.999999999996,1950.0,5800.0,34100.0,9460.0,1050.0,7400.0,7370.0,17290.0,12940.0,5740.0,20790.0,10530.0
22,23,5949.999999999999,5880.0,0.0,162580.0,6750.0,19400.0,18150.0,11500.0,18260.0,8890.0,19860.0,14050.0,30500.0,5250.0,130020.0,12750.0,900.0,9600.0,6480.0,2160.0,28600.0,5400.0,1600.0,0.0,62040.0,3600.0,2600.0,68200.0,17820.0,2550.0,4500.0,9790.0,12390.0,48740.0,4480.0,26410.0,6750.0
23,24,11760.0,6895.0,0.0,83160.0,4800.0,13600.0,7950.0,7960.000000000001,15080.0,2900.0,13780.0,5220.0,26100.000000000004,3750.0,84040.0,9450.0,5300.0,9000.0,5440.0,1440.0,11000.0,1080.0,2100.0,0.0,51480.0,1200.0,2700.0,32559.999999999996,18040.0,2100.0,3200.0,10890.0,5950.0,22550.0,3360.0,16620.0,5940.0
24,25,3150.0,5145.0,0.0,124959.99999999999,6300.0,15100.0,20850.0,6959.999999999999,13840.0,2930.0,12850.0,2670.0,28420.0,5680.0,115500.00000000001,14400.0,2800.0,8600.0,2720.0,2040.0000000000002,30359.999999999996,1080.0,3500.0,0.0,70620.0,3449.9999999999995,3300.0,62480.0,20680.0,5550.0,3500.0,12430.0,9590.0,24339.999999999996,6510.0,15020.000000000002,8680.0
25,26,3920.0,11025.0,0.0,108460.0,5850.0,15000.0,28350.0,6190.0,22810.0,10150.0,16560.0,18100.0,50400.0,17940.0,149380.0,10050.0,1900.0,9600.0,6720.0,2760.0,32120.0,2400.0,6800.0,0.0,92399.99999999999,2400.0,4500.0,77219.99999999999,27719.999999999996,1200.0,3600.0,5280.0,8540.0,22510.0,11340.0,8010.0,13230.0
26,27,8680.0,8960.0,0.0,83600.0,4350.0,15100.0,10050.0,13400.0,17020.0,3600.0,14030.0,4810.0,37370.0,9230.0,107580.0,16950.0,2500.0,7900.0,4000.0,3600.0,26180.0,2880.0,3400.0,0.0,29920.0,1950.0,1600.0,24860.0,14300.0,1800.0,3000.0,13860.0,16450.0,44050.0,5250.0,34040.0,11630.0
27,28,4550.0,5565.0,0.0,97240.00000000001,5250.0,16400.0,16349.999999999998,8310.0,9760.0,5330.0,11480.0,6820.0,28010.0,7560.0,127600.0,17550.0,2800.0,12600.0,4160.0,3600.0,22000.0,1920.0,6100.0,0.0,62040.0,2700.0,2800.0,54780.0,17160.0,2700.0,3800.0,9790.0,10920.0,23400.0,2030.0,12550.0,8370.0
28,29,8890.0,11935.0,0.0,101860.0,5250.0,11700.0,19500.0,11190.0,23180.0,8049.999999999999,20200.0,6210.0,55000.0,10120.0,131340.0,27150.0,4500.0,11100.0,4560.0,2160.0,18480.0,1080.0,5800.0,0.0,42460.0,2100.0,5800.0,46860.0,9020.0,2400.0,4400.0,10450.0,12530.0,20860.0,6230.0,19960.0,14040.0
29,30,7910.0,11550.0,0.0,122540.0,3750.0000000000005,10500.0,34800.0,10150.0,22650.0,5270.0,16910.0,13930.0,33910.0,14330.000000000002,108240.0,11400.0,4600.0,9400.0,3600.0,3360.0,15840.0,1560.0,5600.0,0.0,85360.0,1200.0,4000.0,118800.0,15840.0,1650.0,6800.0,16390.0,10780.0,24410.0,14000.0,33290.0,7020.0
30,31,10990.0,18760.0,0.0,57640.0,0.0,18100.0,11700.0,21310.0,18190.0,8800.0,26400.0,7459.999999999999,61690.0,22600.0,95260.0,0.0,3399.9999999999995,17700.0,10160.0,3240.0,31680.0,1800.0,8200.0,0.0,36080.0,0.0,4100.0,52140.0,8360.0,0.0,6300.0,20900.0,21420.0,32410.0,6650.0,63460.0,10280.0
31,32,2240.0,5425.0,0.0,68200.0,3450.0,6800.0,12900.0,5820.0,12870.0,3040.0,14780.0,6110.0,24280.0,6130.0,106480.0,13350.0,3260.0,6800.0,4320.0,2280.0,16500.0,2400.0,3400.0,0.0,34100.0,1200.0,1900.0,38940.0,25960.0,750.0,2900.0,7589.999999999999,7490.0,18060.0,7350.0,18220.0,12440.0
32,33,9100.0,9695.0,0.0,90200.0,3300.0,22900.0,24000.0,29619.999999999996,19520.0,12130.0,29410.0,12550.0,74560.0,16280.0,150480.0,24450.0,5420.0,13600.0,6000.0,2520.0,40040.0,2400.0,11700.0,0.0,64680.0,2250.0,8800.0,69960.0,23980.0,3000.0,4900.0,23760.0,26880.0,82600.0,4900.0,52980.0,13500.0
33,34,4060.0,3990.0,0.0,54120.0,4500.0,13600.0,11250.0,5420.0,9800.0,2310.0,11270.0,2590.0,24920.0,6679.999999999999,78980.0,4800.0,2600.0,6500.0,1840.0,960.0,9460.0,1200.0,2700.0,0.0,65560.0,2850.0,1800.0,27059.999999999996,16280.000000000002,1500.0,2900.0,7590.0,7980.0,22090.000000000004,4580.0,13860.0,5400.0
34,35,4970.0,4620.0,0.0,44000.0,4650.0,10800.0,7800.0,14660.0,13320.0,3070.0,12190.0,3510.0,33060.0,9000.0,51039.99999999999,16800.0,2700.0,11900.0,4320.0,1560.0,15620.0,3840.0000000000005,5100.0,0.0,22660.0,2250.0,4400.0,31459.999999999996,8580.0,2850.0,5600.0,8690.0,14840.0,16210.0,4340.0,34290.0,6750.0
35,36,6370.0,8295.0,0.0,73040.0,150.0,20600.0,5550.0,22700.0,17430.0,6280.0,18750.0,5190.0,57710.0,7999.999999999999,136840.0,0.0,1300.0,15600.0,9040.0,2400.0,36300.0,2160.0,8700.0,0.0,43780.0,0.0,5100.0,59620.0,14300.0,0.0,4700.0,16500.0,24920.0,26360.0,5040.0,64410.0,4880.0
36,37,8400.0,8925.0,0.0,79860.0,8250.0,18800.0,19950.0,3570.0,18140.0,4010.0,17300.0,9460.0,36980.0,12560.0,99880.0,22350.0,2900.0,11100.0,4240.0,3240.0,20020.0,3240.0,5900.0,0.0,34980.0,2700.0,3700.0,44880.0,16500.0,4050.0,7300.0,10890.0,7770.000000000001,20260.0,6020.0,13080.0,11610.0
37,38,8890.0,8470.0,0.0,74580.0,0.0,13800.0,9150.0,5580.0,15060.0,4700.0,18650.0,7490.0,41720.0,10720.0,122980.0,0.0,3700.0,11500.0,3040.0,2640.0,18480.0,2880.0,4600.0,0.0,70400.0,0.0,4600.0,44220.0,16720.0,0.0,6100.0,10670.0,7980.0,18710.0,2870.0,20050.0,8640.0
38,39,13860.0,26145.0,0.0,68420.0,5700.0,20300.0,11100.0,16960.0,20580.0,8790.0,16370.0,9470.0,48410.0,13230.0,135960.0,21150.0,5700.0,22200.0,10080.0,2520.0,34100.0,2280.0,9700.0,0.0,36740.0,600.0,5200.0,33880.0,25960.0,2250.0,6500.0,10890.0,14700.0,29070.0,6440.0,29780.000000000004,11610.0
39,40,5110.0,4970.0,0.0,66440.0,4350.0,11800.0,16050.0,2990.0,20160.0,4990.0,25570.0,12210.0,38970.0,11240.0,133760.0,26100.0,3100.0,8200.0,2080.0,1920.0,18920.0,1320.0,5000.0,0.0,38720.0,3150.0,3500.0,50600.0,15180.0,1350.0,5200.0,13090.0,8540.0,29580.0,5035.0,21840.0,10260.0
40,41,5530.0,6860.0,0.0,80960.0,3150.0,12100.0,15300.0,7040.0,17090.0,3740.0,16720.0,4200.0,26680.0,5130.0,86680.0,12000.0,2900.0,7100.0,5840.0,2520.0,16060.0,2400.0,4300.0,0.0,57200.0,3300.0,4100.0,48840.00000000001,14740.0,1500.0,4700.0,14080.000000000002,14070.0,27840.0,6160.0,28310.0,8930.0
41,42,4620.0,6335.0,0.0,72160.0,3600.0,13900.0,14700.000000000002,8380.0,18390.0,2890.0,13430.0,2360.0,38260.0,7000.0,99880.0,23100.0,3300.0,10100.0,3600.0,2040.0,19800.0,2640.0,3800.0,0.0,27060.0,600.0,1900.0,40479.99999999999,12100.0,1800.0,3200.0,11880.0,11130.0,19680.0,6020.0,18590.0,8910.0
42,43,12880.0,8890.0,0.0,118800.0,5550.0,32200.0,14850.0,26810.0,27190.0,4960.0,26030.0,6440.0,67160.0,9610.0,196680.0,22350.0,4780.0,22100.0,8320.0,2760.0,36740.0,1920.0,9100.0,0.0,63360.0,2100.0,6400.0,63360.00000000001,29479.999999999996,3600.0,7700.0,32890.0,27790.0,67370.0,2940.0,62850.0,11340.0
43,44,3500.0,525.0,0.0,56760.0,1650.0,9700.0,7050.0,14860.0,8330.0,3600.0,9480.0,3720.0,19430.0,3060.0,82940.0,10800.0,1800.0,7200.0,2320.0,2160.0,10780.0,2520.0,3200.0,0.0,24640.0,2400.0,2700.0,33660.0,3740.0,2700.0,2400.0,28489.999999999996,19040.0,44190.0,3010.0,34970.0,6480.0
44,45,10010.0,16450.0,0.0,97240.0,6150.0,19300.0,18300.0,9919.999999999998,21220.0,10900.0,23210.0,9530.0,54810.0,16110.0,157960.0,21750.0,6300.0,12100.0,4400.0,2520.0,35420.0,3480.0,7300.0,0.0,42900.0,1500.0,4800.0,56760.0,20680.0,2400.0,3800.0,10010.0,9660.0,19660.0,7490.0,22360.0,16470.0
45,46,14839.999999999998,21595.0,0.0,115720.00000000001,4800.0,11700.0,13650.0,5340.0,11570.0,4050.0,21200.0,5150.0,40850.0,5640.0,108020.0,9450.0,4100.0,7400.0,3360.0000000000005,2640.0,15400.0,1560.0,5000.0,0.0,73700.0,3300.0,2700.0,36520.0,20239.999999999996,3000.0,4800.0,20130.0,13510.0,41940.0,4040.0000000000005,40570.0,3240.0
46,47,1960.0,3535.0,0.0,41360.0,2550.0,10200.0,7050.0,960.0,13260.000000000002,4350.0,5640.0,2170.0,12470.0,7740.0,47520.0,9300.0,3900.0,6700.0,1440.0,480.0,6380.0,1920.0,2300.0,0.0,16720.0,900.0,1800.0,17820.0,8140.0,4950.0,2900.0,6930.0,2940.0,14670.0,2810.0,14280.0,4860.0
47,48,8470.0,10115.0,0.0,81619.99999999999,3900.0,13900.0,12000.0,4780.0,15870.0,3140.0,11090.0,6630.0,33910.0,7809.999999999999,96360.0,14700.0,3100.0,8600.0,3360.0,1080.0,18920.0,1560.0,3500.0,0.0,32780.0,2250.0,2600.0,40700.0,10560.0,1350.0,4300.0,8140.0,5390.0,19080.0,3920.0,18170.0,6480.0
48,49,7280.0,7665.0,0.0,75240.0,6450.0,13900.0,21450.0,8300.0,21470.0,3690.0,21530.0,3460.0,59430.0,6890.0,124959.99999999999,29700.0,4700.0,10600.0,7200.0,4440.0,28600.0,2880.0,6100.0,0.0,33660.0,2100.0,2800.0,50380.00000000001,13640.0,3450.0,3800.0,13530.0,8960.0,27170.0,4970.0,28480.0,13250.0
49,50,5600.0,4270.0,0.0,169180.0,0.0,15800.0,22950.0,8350.0,13570.0,5530.0,15420.0,7040.0,37970.0,7520.0,205920.0,0.0,2700.0,13000.0,7840.0,2760.0,31460.0,2520.0,7100.0,0.0,71280.0,0.0,2900.0,87120.0,16500.0,0.0,4200.0,16940.0,13440.0,34550.0,4059.9999999999995,27040.0,6210.0
50,51,9940.0,16275.0,0.0,75680.0,5100.0,19700.0,10650.0,17910.0,21590.0,7750.0,26470.0,5120.0,53570.0,7480.0,97240.0,40200.0,3100.0,14000.0,6480.0,1320.0,34760.0,2400.0,8400.0,0.0,30360.0,1200.0,5400.0,37400.0,15619.999999999998,1350.0,5900.000000000001,30690.0,24920.0,33390.0,3220.0,94070.0,19980.0
51,52,15540.0,12880.0,0.0,113740.0,4950.0,16099.999999999998,16800.0,9810.0,25170.0,6440.0,33030.0,10670.000000000002,65910.0,10470.0,149600.0,14400.0,4440.0,12500.0,6080.0,1560.0,19800.0,3120.0000000000005,5400.0,0.0,80960.0,1800.0,3400.0,72820.0,19800.0,1800.0,7500.0,10120.0,12740.0,21000.0,7490.0,25720.0,18900.0
52,53,14420.0,13125.0,0.0,95260.0,3150.0,26400.0,13500.0,11720.0,11290.0,10110.0,13560.0,7750.0,39860.0,9440.0,181720.0,9900.0,6600.0,15500.0,4640.0,1800.0,31900.0,3360.0,8000.0,1300.0,38500.0,1950.0,5300.0,51700.0,15620.0,2850.0,7200.0,8470.0,9240.0,29850.0,4830.0,16490.0,11340.0
53,54,3990.0,13160.0,0.0,51259.99999999999,5100.0,21700.0,9300.0,11020.0,18750.0,2480.0,21790.0,8190.0,59990.0,8410.0,83380.0,27600.0,1500.0,10900.0,3440.0,480.0,17820.0,3000.0,4700.0,0.0,19800.0,3750.0,2400.0,24860.0,9020.0,5100.0,3100.0,14630.0,19390.0,18840.0,3140.0,47110.0,10530.0
54,55,1960.0,4025.0,1190.0,52800.0,6000.0,9300.0,10350.0,2560.0,6960.0,4050.0,11360.0,3270.0,27550.0,4800.0,96140.0,15599.999999999998,1300.0,6900.0,1600.0,1800.0,20680.0,1080.0,3400.0,0.0,25300.0,2250.0,1800.0,19360.0,12540.0,1500.0,2100.0,9460.0,5530.0,11680.0,6440.0,14400.0,3240.0
55,56,8610.0,11900.0,0.0,161700.0,8400.0,25200.0,37350.0,11850.0,30030.0,12870.0,25180.0,18210.0,69870.0,18870.0,164120.0,20850.0,4500.0,20399.999999999996,8560.0,3239.9999999999995,56100.0,2280.0,10300.0,0.0,81180.0,2100.0,8200.0,83160.0,27940.0,2250.0,6100.0,14300.0,17010.0,19020.0,12600.0,22770.0,11880.000000000002
56,57,5950.0,5670.0,0.0,51920.0,3300.0,8500.0,11400.0,8330.0,14940.0,3800.0,11769.999999999998,2310.0,39380.0,5160.0,62260.00000000001,24750.0,3580.0,10900.0,5840.0,2880.0,32560.0,960.0,4000.0,0.0,27280.0,2400.0,1000.0,30800.0,10340.0,2700.0,1699.9999999999998,14740.0,14280.0,27400.0,3150.0,26450.0,11880.0
57,58,28210.0,28525.0,0.0,94820.0,8700.0,23200.0,21750.0,19350.0,33150.0,10830.0,39000.0,13990.0,97290.0,24200.0,182160.0,33750.0,7040.0,32000.0,16240.0,2160.0,54780.0,2760.0,12200.0,0.0,71940.0,3450.0,4900.0,66000.0,14300.0,2700.0,5000.0,17930.0,39270.0,38810.0,12250.0,64879.99999999999,14310.0
58,59,6580.0,10115.0,0.0,117920.0,7200.0,28100.0,16350.0,12040.0,15850.000000000002,8960.0,22200.0,14129.999999999998,38200.0,10700.0,131560.0,28350.000000000004,3880.0,17300.0,6000.0,3240.0,22660.0,3360.0,8000.0,0.0,60060.00000000001,6300.0,6000.0,62480.0,21560.000000000004,4800.0,7800.0,15619.999999999998,13020.0,27130.0,3429.9999999999995,19880.0,6210.0
59,60,14840.0,13230.0,0.0,94600.0,2400.0,28100.0,14400.0,4950.0,13340.0,5940.0,18980.0,8420.0,36250.0,6100.0,111760.0,12300.000000000002,3900.0,15200.0,2800.0,1920.0,14080.0,1320.0,6800.0,0.0,44440.0,1650.0,3700.0,40700.0,15620.0,1800.0,7800.0,6489.999999999999,5950.0,16410.0,5040.0,10950.0,10800.0
60,61,4200.0,7315.0,0.0,100100.0,3150.0,7700.0,19950.0,10610.0,14720.000000000002,5270.0,33060.0,10730.0,27780.0,5260.0,121879.99999999999,19800.0,2900.0,4800.0,3120.0,3600.0000000000005,29260.0,1800.0000000000002,1600.0,0.0,45980.0,2250.0,2200.0,44220.0,10780.0,1500.0,1800.0,17380.0,9590.0,35790.0,5575.0,20610.0,11070.0
61,62,16660.0,13685.0,0.0,79200.0,7950.0,28500.0,26250.0,15290.0,32710.0,14260.0,27010.0,15230.0,70990.0,23830.0,113300.0,22200.0,4700.0,19700.0,5760.0,3839.9999999999995,16500.0,2160.0,13700.0,0.0,37840.0,3900.0,9200.0,42460.0,12320.0,2700.0,7500.0,10780.000000000002,13160.0,16060.0,7770.0,28070.0,11340.0
62,63,10640.0,14245.0,0.0,85579.99999999999,4950.0,18200.0,15000.0,10690.0,24240.0,5430.0,18140.0,5660.0,55250.0,6000.0,163460.0,16049.999999999998,5000.0,11900.0,3840.0,3120.0,32780.0,2520.0,6800.0,0.0,47740.0,1950.0,2600.0,45980.0,23540.0,2850.0,4400.0,13529.999999999998,13230.0,29789.999999999996,3360.0,19810.0,12690.000000000002
63,65,3500.0,5740.0,0.0,71720.0,9900.0,17700.0,13800.0,7460.0,15080.0,3830.0000000000005,12830.0,2970.0,29439.999999999996,6460.0,146080.0,25800.0,2880.0,9500.0,4240.0,2400.0,18260.0,2400.0,5000.0,0.0,38060.0,2850.0,2400.0,38940.0,21780.0,1800.0,4000.0000000000005,13420.0,7910.0,26830.0,3710.0,23520.0,7020.0
64,66,8120.0,6510.0,0.0,91300.0,0.0,10700.0,10050.0,8390.0,14940.0,4190.0,17530.0,5710.0,32710.0,4470.0,158840.0,0.0,4100.0,11100.0,3280.0,1200.0,26180.000000000004,960.0,4100.0,0.0,114400.0,0.0,3000.0,63140.0,16940.0,0.0,2600.0,12540.0,13090.0,42280.0,3150.0,51520.0,9720.0
65,67,4550.0,10115.0,0.0,88660.0,3150.0,16200.0,10650.0,12310.0,14440.000000000002,3630.0,16480.0,7860.0,33930.0,8850.0,98560.0,9750.0,2100.0,5900.0,3920.0,3120.0,16500.0,2520.0,3200.0,0.0,43780.00000000001,3450.0,2500.0,49280.0,14300.0,2400.0,3100.0000000000005,14630.0,15470.0,35150.0,6230.0,33650.0,10800.0
66,68,5040.0,4410.0,0.0,155980.0,5250.0,18000.0,28650.0,5530.0,17510.0,7950.0,27480.0,13990.0,46920.0,12950.0,156199.99999999997,15600.000000000002,2800.0,8900.0,4560.0,1560.0,53020.0,2400.0,5900.0,0.0,76340.0,750.0,4200.0,72380.0,40260.0,3599.9999999999995,4600.0,10450.0,11410.0,21820.0,12389.999999999998,16930.0,9990.0
67,69,6580.0,4690.0,0.0,134860.0,0.0,24200.0,17100.0,4160.0,16800.0,3690.0,24450.0,3070.0,41120.0,4110.0,137720.0,0.0,3400.0,14600.0,4800.0,1200.0,34100.0,2280.0,4900.0,0.0,53240.0,0.0,4900.0,45760.0,16060.0,0.0,5500.0,11659.999999999998,14840.0,22170.0,6230.0,31489.999999999996,6750.0
68,70,4480.0,2345.0,0.0,84479.99999999999,2850.0,7900.0,18150.0,6530.0,10260.0,2630.0,13420.0,4870.0,32189.999999999996,6690.0,135520.0,18450.0,2700.0,3600.0,3200.0,1920.0,13860.0,1560.0,2900.0,0.0,29479.999999999996,1500.0,1500.0,45540.0,10340.0,2100.0,2400.0,10890.0,7560.0,18430.0,5040.0,9990.0,15120.0
69,71,5250.0,4095.0000000000005,0.0,56540.0,3900.0,9500.0,7650.0,3190.0,15349.999999999998,4440.0,12970.0,4090.0,23490.0,3959.9999999999995,65120.0,13050.0,3200.0,5200.0,2640.0,1440.0,12100.0,2280.0,2700.0,0.0,22440.0,2100.0,1500.0,21340.0,9900.0,1200.0,2800.0,13200.0,10290.0,13100.0,5320.0,18760.0,8370.0
